"Id","Year","Fiscal Year","DEPARTMENT","DIVISION","SECTION","FUND TYPE","FUND GROUP","FUND NAME","EXP/REV","OJBECT CLASS","ACCOUNT CATEGORY","ACCOUNT NAME","BUDGET AMOUNT"
"11635","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","770"
"11636","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Landscape Maintenance Services","2600266"
"11637","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","770"
"11638","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Vehicle Repair and Maintenance","19645"
"11639","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Vehicle Repair and Maintenance","18836"
"11640","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Laguna Creek Maint Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","45063"
"11641","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","12th Street Maint Benefit Area","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","10358"
"11642","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Neighborhood Water Quality Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","21291"
"11643","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","N Nat Lndscp 99-02","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","358231"
"11644","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Willowcreek Lndscpng CFD","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","85000"
"11645","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","N Natomas Lands CFD 3","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","446000"
"11646","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Village Garden N.-Mtce Dist #1","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","24822"
"11647","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Del Paso Nuevo Landscaping CFD","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","13620"
"11648","2015","FY2014/15","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Other Governmental Funds","State Route 275","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","39389"
"11649","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","-3493891"
"11650","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","5000"
"11651","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","-5830"
"11652","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Vehicle Replacement Charge","9767"
"11653","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Laguna Creek Maint Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","-1767"
"11654","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","12th Street Maint Benefit Area","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","2866"
"11655","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Neighborhood Water Quality Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","17142"
"11656","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Other Governmental Funds","Citation I-5 Maintenance","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","25000"
"11657","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Other Governmental Funds","Landscaping and Lighting","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","2156428"
"11658","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Power Inn Rd Md 2003-01","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","9000"
"11659","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Northside Subdiv Maint Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","4639"
"11660","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Subdiv Lndscpng Maint Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","255050"
"11661","2016","FY2015/16","Public Works","Maintenance Services Division","Streetscape Maintenance","Other Governmental Funds","Special Districts","Laguna Creek Maint Dist","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","45063"
"11662","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Revenues","Intergovernmental","Intergovernmental Accounts","Miscellaneous Governmental Revenue","15000"
"11663","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Revenues","Intergovernmental","Intergovernmental Accounts","Miscellaneous Governmental Revenue","15000"
"11664","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","3407"
"11665","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","3407"
"11666","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","On Call","12830"
"11667","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","On Call","12830"
"11668","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Night Shift","1056"
"11669","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Night Shift","1056"
"11670","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","18090"
"11671","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","18090"
"11672","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","2036767"
"11673","2015","FY2014/15","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","2104928"
"11674","2016","FY2015/16","Public Works","Maintenance Services Division","Urban Forestry","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","9825"
